smiles,logCMC
CCCCCCCCCCON(CCOCCOCCOCCOC)CCOCCOCCOCCOC,0.810232518
CCCCCCCCCCCCOc1ccc(OCC2OC(O)C(O)C(O)C2O)cc1,0.491361694
CCCCCCCCCCSC1OC(=O)C(O)C1O,-1.48148606
CCCCCCCCCCCCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,-0.124938737
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,-0.522878745
CCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,-2.457797218
CCCCCCCC(=O)OCC(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.667452953
CCCCCCCCCCCCN(CCCNC(=O)[C@H](O)[C@@H](O)[C@H](OC1OC(CO)C(O)C(O)C1O)[C@H](O)CO)CCN(CCCCCCCCCCCC)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](OC1OC(CO)C(O)C(O)C1O)[C@H](O)CO,-2.051098239
CCCCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-0.508638306
CCCCCCCCC=CCCCCCCCC(=O)NCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,-1.045757491
CCCCCCCCCCCCOCC#CCOCC1OC(O)C(O)C(O)C1O,-1.494850022
CCCCCOCC(O)C(O)C(O)CO,1.589949602
CCCCCCCCc1cccc(OCCOCCOCCOCCOCCOCCOCCOCCO)c1,-0.549750892
CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.11058971
CCCCCCCCCCCCCCCCCC(=O)OCC1(OC2OC(CO)C(O)C(O)C2O)OC(O)C(O)C1O,-2.289882635
CCCCCCCCOCC(O)C(O)C(O)CO,0.813247301
CCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,-0.48148606
CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-0.346787486
CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)CO,-1.675717545
CCCCCCCCCCCOCCO,-0.519993057
CCCCCCCC(=O)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1O,0.204119983
CCCCCCCCC=CCCCCCCCC(=O)OC1(OC2(CO)OC(CO)C(O)C2O)OC(CO)C(O)C(O)C1O,-2.292429824
CCCCCCCCSC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.92890769
CC(C)CCCC(C)CCCC(C)CCOC1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,-1.525783736
CCCCCCCCc1ccc(OCCOCCO)cc1,-1.11577123
CCCCCCCCc1cccc(OCCOCCOCCO)c1,-1.010105436
CC(C)CCCC(C)CCOC1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,0.72427587
CCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.321184027
CCCCCCCCCCSCC(O)C(O)C(O)CO,-0.397940009
CCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.755874856
CC(C)CCCC(C)CCCC(C)CCOC1OCC(O)C(O)C1O,-2.314258261
CCCCCCCOCC(O)C(O)C(O)CO,0.982271233
CCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.107209969
CCCCCCCCc1cccc(OCCOCCOCCOCCOCCOCCO)c1,-0.679853714
OCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.447158031
CCCCCCCCCCCCN(CCCNC(=O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO)CCN(CCCCCCCCCCCC)CCCNC(=O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO,-2.420216403
CCCCCCCCCC(=O)OCC(O)C(O)C(O)CO,0.278753601
CCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,-0.8261012
CCCC(CCC)CCOCCOCCOCCOCCOCCOCCO,1.330413773
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,-1.569441231
CCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.107027631
CCCCCCCCCCOCCOCCOCCO,-0.220764369
CCCCCCC(CCC)OC1OC(CO)C(O)C(O)C1O,1.079181246
CCCCCCCCCCCC(=O)OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,-0.337242168
CCCCCCCC/C=C/CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C/CCCCCCCC)C1OCC(O)C1OC(=O)CCCCCCC/C=C/CCCCCCCC,-1.943095149
CCCCCCCCOCCOCCOCCOCCOCCOCCO,0.997823081
CC(C)CCCC(C)CCCC(C)CCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-2.036212173
CCCCCCCC(=O)OCC(OCCOCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCO,-0.286509457
CCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,-1.440093375
OCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.568201724
CCCCCCCC(CC)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.899820502
CCCCCCC(=O)OC[C@H](O)[C@@H](O)[C@H](O)CO,1.255272505
CCCCCCCCCCCCCC=CC(O)C(CO)NC(C)=O,-2.22184875
CCCCCCCCCCCC(O)N(CCO)CCO,-0.590066877
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO,-3.004364805
CCCCCCSC1OC(=O)C(O)C1O,0.826074803
CCCCCC(CCCC)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.198657087
CCCCCCCCCCCCC(=O)NCCOCCOCCOCCOCCOCCOCCO,-0.187086643
CCCCCCCCCCCCOCCOCCOCCOCCO,-1.191789027
CCCCCCCCCCCCC(=O)N(CCOCCOCCOCCOCCOCCOCCO)CCN(CCOCCOCCOCCOCCOCCOCCO)C(=O)CCCCCCCCCCCC,-1.22184875
CCCCCCCC(CCCCCC)SCCC(=O)OCC1(O)C(O)C(O)C(O)C1O,-2.200659451
CCCCCCOCCOCCOCCOCCOCCO,2.053078443
CCCCCCCCC=CCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,-1.698970004
CC(C)CCCC(C)CCCC(C)CCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,-2.387216143
CCCCCCCCC=CCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,-1.37675071
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCO)cc1,-0.886056648
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,-0.522878745
CCCCCCCCC(C)OC1OC(CO)C(O)C(O)C1O,0.653212514
CCCCCCCCc1ccc(OCCOCCOCCO)cc1,-1.01278077
CCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,0.813233062
CCCCCCCCOC(CO)CO,0.763427994
CCCCCCCCCCCC(=O)NC1CCOC1=O,-2.397940009
CCCCCCCCCCCC(=O)OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-0.369572125
CCCCCCOC[C@H](O)[C@@H](O)[C@H](O)CO,0.973127854
CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,-1.578396073
CCCCCCCCCCCCN(C)CC(O)OCCOCCOCCOCCO,-0.530177984
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,-0.48148606
CCCCCCCCCCCCOCCOCCOCCOCCOCCO,-1.191789027
CCCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.838849091
CCCCCCCCCCCC(O)N(CCOCCOC)CCOCCOC,-0.400116928
CCCCCCCCCCCCCCCCCC(=O)OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)CO,-1.552841969
CCC(CC)COCCOCCOCCOCCOCCOCCO,1.980003372
CCCCCCCCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,1.397940009
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.0
CCCCCCOCCOCCOCCOCCO,2.025305865
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCO)cc1,-0.823908741
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCO)cc1,-1.013228266
CCCCCSCC(O)C(O)C(O)CO,1.662757832
CCCCC(CCCC)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.469822016
CCCCCOC[C@H](O)[C@@H](O)[C@H](O)CO,1.579783597
CC(C)COCCOCCOCCOCCOCCOCCO,2.949877704
CCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,1.311251729
CCCCOCCO,2.989894564
