smiles,logCMC
CCCCCCCCCCCCCC=CC(O)C(CO)NC(=O)CCCCC,-2.30980392
CCCCCCCCc1ccc(OCCOCCO)cc1,-1.11577123
CCCCCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,0.800029359
OCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.568201724
CCCCCCS(=O)CCCCO,2.322219295
CCCCCCCCCCOCCOCCOCCOCCO,-0.168770306
CCCCCCCCCCCCN(CCCNC(=O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO)CCN(CCCCCCCCCCCC)CCCNC(=O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO,-2.420216403
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.0
CCCCCCCCCOC1OC(CO)C(O)C(O)C1N,0.82314806
CCCCCCCC(=O)NC1OC(CO)C(O)C(O)C1O,1.84509804
CCCCCCCCCCOCCOCCOCCOCCOCCOCCO,-0.04793441
CCCCCCCCc1cccc(OCCOCCOCCOCCOCCOCCO)c1,-0.679853714
CCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.321184027
CCCCCC(=O)OC[C@H](O)[C@@H](O)[C@H](O)CO,1.0
CCCCCCCCS(=O)CCCCO,1.301029996
CC(C)CCCC(C)CCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,0.602059991
CC(C)CCCC(C)CCCC(C)CCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,-2.387216143
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCO)cc1,-0.886056648
CCCCCCCCCCCOCCO,-0.519993057
CCCCCCCCCCCCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,-0.124938737
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,-2.678815973
CCCCCCCCc1cccc(OCCO)c1,-1.30980392
CCCCCCCC(=O)OCC(OCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCOCCOCCO,-0.286509457
CC(CCC(=O)N(CCCNC(=O)C(O)C(O)C(O)C(O)CO)CCCNC(=O)C(O)C(O)C(O)C(O)CO)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,0.462397998
CCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,-0.48148606
CCCCCCCCCCCCC(O)CCO,-1.886056648
CCCCCCCC(CC)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.899820502
CCCCCCCCCCCCCCCC(=O)OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-2.119758224
CCCCCCCCOCC#CCOCC1OC(O)C(O)C(O)C1O,-1.22184875
CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)CO,-1.562249437
CCCCCCCCC=CCCCCCCCC(=O)NCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,-1.045757491
CCCCCCCC(=O)OCC(OCCOCCOCCO)C1OCC(OCCOCCO)C1OCCOCCO,-0.349692477
CCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.107209969
CCCCCCCCCCCC(O)N(CCOCCOCCOC)CCOCCOCCOC,-0.289882635
CCCCCCCCCCCCCOCCOCCOCCOCCOCCO,-1.30980392
CCCCCCCCSC1OC(CO)C(O)C(O)C1O,0.929418926
CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.301029996
CCCCCCCOC[C@H](O)[C@@H](O)[C@H](O)CO,0.963787827
CCCCCCCCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,1.397940009
CCCCCCCCCCCCOCCOCCO,-1.480828536
CCCCCCCC(CC)OC1OC(CO)C(O)C(O)C1O,0.929418926
CCCCCCCCCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,0.812913357
CCCCCCCCc1cccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)c1,-0.519993057
CCCCCCCCOCC(O)CO,0.761551989
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO,-3.004364805
CCCCCCCCc1cccc(OCCOCCOCCOCCOCCOCCOCCO)c1,-0.600326279
