smiles,logCMC
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,-1.0
CCCCCC(CCCC)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.198657087
CCCCCCCCCCCC(O)N(CCOCCOC)CCOCCOC,-0.400116928
CCCCCCCCCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,-1.300162274
CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,-0.100179498
CCCCSCC(O)C(O)C(O)CO,2.255272505
CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],1.591064607
CCCCCCCCCCCC[N+]CCO.[Cl-],1.397940009
CCCCCCC(=O)OCC(O)C(O)C(O)CO,1.0
CCCCCCCCC(=O)OCC(O)C(O)C(O)CO,0.622214023
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],-1.602059991
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,-2.779891912
CCCCCCCCc1ccc(OCCO)cc1,-1.305394801
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],1.51851394
CCCCCCCCC(C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.699837726
CCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,1.819858798
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+],0.397940009
CCCCOCCO,2.989894564
CCCCCCCC/C=C\CCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,-1.499999995
CCCCCCCC(=O)OCC(OCCOCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCO,-0.286509457
CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)CO,-0.443697499
CCCCCCCC(=O)OCC(OCCOCCO)C1OCC(OCCOCCO)C1OCCOCCOCCO,-0.349692477
CCCCCCCCC(O)CO,0.36078269
CCCCCCCCCCCCS(=O)(=O)[O-].[NH4+],0.949390007
CC(C)CCCC(C)CCCC(C)CCOC1OC[C@H](O)[C@H](O)[C@H]1O,-2.22184875
CCCCCCCCCCCC(=O)OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-0.369572125
CCCCCC(=O)OC[C@H](O)[C@@H](O)[C@H](O)CO,1.0
CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)CO,-1.675717545
CCCCCCCCCCCC[N+](C)(C)C.[Cl-],1.301029996
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],0.69019608
CCCCCCCCc1cccc(OCCO)c1,-1.30980392
CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],-0.13667714
CCCCOCCOCCOCCOCCOCCOCCO,2.889861721
CC(C)CCCC(C)CCCC(C)CCOC1O[C@@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,-1.707743929
CCCCCCCCCCOCCOCCOCCO,-0.220764369
